id,name,type,typecode,address,tel,pcode,pname,citycode,cityname,adcode,adname,bigType,midType,smallType,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84
B0K22C77A8,公共厕所(迪斐世澳门四季名店),公共设施;公共厕所;公共厕所,200300,望德圣母湾大马路路凼金光大道四季名店迪斐世澳门四季名店L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566784,22.142884,113.56172706133816,22.145837994267552
B0K22CK5OI,公共厕所(威尼斯人购物中心),公共设施;公共厕所;公共厕所,200300,望德圣母湾大马路威尼斯人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.564547,22.145851,113.55948516025386,22.14880248482056
B0K22CCP9K,无障碍洗手间(威尼斯人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,望德圣母湾大马路威尼斯人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.564551,22.14588,113.55948916702496,22.14883150292424
B0K22C6ZIC,公共厕所(迪斐世澳门四季名店),公共设施;公共厕所;公共厕所,200300,望德圣母湾大马路路凼金光大道四季名店迪斐世澳门四季名店L2层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.56659,22.142718,113.5615326716588,22.14567161840809
B0FFHWPK3A,官也街女厕,公共设施;公共厕所;公共厕所,200300,施督宪正街17号,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.562659,22.150269,113.55759273791172,22.15321894793724
B0JK1CJGZK,官也街男厕,公共设施;公共厕所;公共厕所,200300,施督宪正街与律政司街交叉口西40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.56253,22.150473,113.55746343656652,22.15342279921624
B0K22CFAGD,公共厕所(威尼斯人购物中心),公共设施;公共厕所;公共厕所,200300,望德圣母湾大马路威尼斯人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.564654,22.144763,113.55959245968386,22.14771423887548
B0K2XLDY5N,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.566853,22.141452,113.56179629430916,22.14440553984281
B0K2XL9IB2,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566795,22.141452,113.56173817499489,22.14440544734096
B0K22CBF70,电话(威尼斯人购物中心),公共设施;公用电话;公用电话,200200,望德圣母湾大马路威尼斯人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公用电话,公用电话,113.564403,22.145264,113.55934088698088,22.14821501140681
B0K2XLCGSY,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566787,22.141093,113.56173018134216,22.14404629281806
B0K2XLDIO1,电话(澳门巴黎人购物中心),公共设施;公用电话;公用电话,200200,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公用电话,公用电话,113.567068,22.14109,113.56201175833884,22.14404373858521
B0K22C4N0O,公共厕所(威尼斯人购物中心),公共设施;公共厕所;公共厕所,200300,望德圣母湾大马路威尼斯人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.564811,22.143613,113.55974986976182,22.14656405112785
B0K22C9BRT,电话(威尼斯人购物中心),公共设施;公用电话;公用电话,200200,望德圣母湾大马路威尼斯人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公用电话,公用电话,113.564639,22.144384,113.55957745154062,22.147335064893287
B0FFI7GM7J,Studio city wash room,公共设施;公共厕所;公共厕所,200300,"Studio city wash room,澳门",[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.56525,22.142804,113.560189857833,22.14575546529788
B0K2XLBTQ7,母婴室(澳门巴黎人购物中心),公共设施;公共厕所;婴儿换洗间/哺乳室/母婴室,200304,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,婴儿换洗间/哺乳室/母婴室,113.566605,22.14091,113.56154781757456,22.14386292929593
B0K2XL9IB3,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566667,22.140905,113.5616099459346,22.14385802668316
B0K2XLBTQ6,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.566622,22.140889,113.56156485403396,22.143841948258647
B0K2XLDB8P,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566625,22.140941,113.5615678569263,22.143893973614244
B0K2XL76BO,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.566552,22.140921,113.56149470728938,22.14387384857724
B0K2XL3REY,电话(澳门巴黎人购物中心),公共设施;公用电话;公用电话,200200,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公用电话,公用电话,113.567043,22.140294,113.56198675774333,22.143247384308182
B0K2XLACHX,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566747,22.140309,113.5616901487843,22.143261919033016
B0K2XL46WN,母婴室(澳门巴黎人购物中心),公共设施;公共厕所;婴儿换洗间/哺乳室/母婴室,200304,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,婴儿换洗间/哺乳室/母婴室,113.566577,22.14047,113.5615197876595,22.143422710445368
B0K2XLDIO3,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566612,22.140452,113.5615548611474,22.143404759479104
B0K2XL9SPG,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566654,22.140476,113.56159694636553,22.143428836285423
B0K2XL6QZ2,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.566612,22.140493,113.56155485854168,22.143445775692307
B0K2XLAYT9,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.566849,22.139922,113.56179238331852,22.142874928680047
B0K2XLD3PB,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.56675,22.139914,113.5616931800682,22.142866767521937
B0K2XL9SPH,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L3层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.566521,22.140476,113.56146367141876,22.143428622869884
B0K2XLDY5P,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.565981,22.14096,113.56092251655724,22.14391194019251
B0K2XLCGT0,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.56594,22.140963,113.56088143050992,22.143914874529987
B0K2XLDIO2,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.56538,22.141235,113.5603202333847,22.14418606202705
B0K2XL6QZ0,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.565419,22.141345,113.56035930898972,22.144296169942425
B0K2XLDY5O,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.566193,22.140314,113.5611350004164,22.143266029364323
B0K279OMK9,Public Toilet at Taipa Market 1st floor,公共设施;公共厕所;公共厕所,200300,地堡街,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.561359,22.15088,113.5562897618018,22.15382785835069
B0K2XLDQHL,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L1层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.565385,22.140818,113.5603252704891,22.143768905567445
B0K2XL6QZ1,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.565914,22.140467,113.5608554075562,22.14341863605128
B0K2XL0DGG,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.565956,22.140465,113.5608974956793,22.14341670378253
B0K2XL0Z08,公共厕所(澳门巴黎人购物中心),公共设施;公共厕所;公共厕所,200300,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.565685,22.140196,113.5606259436754,22.143147153976667
B0K2XLCGSZ,无障碍洗手间(澳门巴黎人购物中心),公共设施;公共厕所;残障洗手间/无障碍洗手间,200303,路凼城大马路与路凼连贯公路交叉口西北200米澳门巴黎人购物中心L5层,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,残障洗手间/无障碍洗手间,113.565739,22.14022,113.56068005579957,22.143171252065567
B073D0M3JM,公共厕所,公共设施;公共厕所;公共厕所,200300,运动场道与运动场圆形地交叉口西40米,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.557646,22.153013,113.55256786159798,22.15595467628528
B0K279BTRG,Public toilet,公共设施;公共厕所;公共厕所,200300,澳门EstDo EstadioEscola Secundaria Sam Yuk de Macau,[],820000,澳门特别行政区,1853,澳门特别行政区,820006,嘉模堂区,公共设施,公共厕所,公共厕所,113.558272,22.148806,113.5531956456148,22.15174726399217
B0FFFDP90Q,澳门银河酒店(Galaxy Hotel)-洗手间,公共设施;公共厕所;公共厕所,200300,澳门银河综合度假城澳门大仓酒店附近,[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.557313,22.146628,113.55223445597004,22.14956654202627
B0HRZ1P355,澳门银河酒店-洗手间,公共设施;公共厕所;公共厕所,200300,[],[],820000,澳门特别行政区,1853,澳门特别行政区,820007,路氹填海区,公共设施,公共厕所,公共厕所,113.556647,22.147029,113.55156679239646,22.14996637803937
B073D0MA1J,公共厕所,公共设施;公共厕所;公共厕所,200300,乡村马路北50米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.556459,22.109279,113.55138073178466,22.11220074935832
B0K2796AVQ,Public toilet at Tam Kong Temple,公共设施;公共厕所;公共厕所,200300,十月初五马路,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.554836,22.111294,113.5497535303184,22.11421328960545
B0JK1CEZ0T,公共洗手间,公共设施;公共厕所;公共厕所,200300,竹湾马路与乡村马路交叉口西北140米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.561979,22.112658,113.55691360266124,22.11559162958602
B073D00LU9,公共厕所,公共设施;公共厕所;公共厕所,200300,竹湾马路与法令司士古街交叉口北180米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.567937,22.111238,113.56288441616356,22.11418099506892
B0KDY1W9RH,Earth Station(CTM),公共设施;公共设施;公共设施,200000,卫星路与黑沙兵房路交叉口北80米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共设施,公共设施,113.574422,22.11044,113.56938156695976,22.113391814852555
B073D00LU8,公共厕所,公共设施;公共厕所;公共厕所,200300,新黑沙马路东50米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.574834,22.116063,113.56979391585514,22.119017664358267
B0KRKLE66U,Public Toilet at Coloane Height Park,公共设施;公共厕所;公共厕所,200300,路环高顶马路,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.569222,22.119496,113.56417143740002,22.122444359785728
B0K3MZK1RZ,Public Bathroom at Hac Sa Beach,公共设施;公共厕所;公共厕所,200300,新黑沙马路,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.574808,22.115909,113.5697678813373,22.118863568224864
B0K2792ORY,Public Toilet,公共设施;公共厕所;公共厕所,200300,黑沙龙爪角海滨路与龙爪角第一巷交叉口东340米,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.57848,22.112822,113.57344602440412,22.115779604080824
B0K2BYDQ3X,路环黑沙水库郊野公园公共厕所,公共设施;公共厕所;公共厕所,200300,澳门黑沙水库2号,[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.576395,22.120982,113.57135720616589,22.12394058896557
B0LBAZ8SR5,路环九澳高顶烧烤公园公厕,公共设施;公共厕所;公共厕所,200300,"Ko-Ho Height Barbecue Park,Estrdo Altinho de Ka Ho,Macao",[],820000,澳门特别行政区,1853,澳门特别行政区,820008,圣方济各堂区,公共设施,公共厕所,公共厕所,113.580202,22.126238,113.57516976015408,22.12920293117956
